AIRPORT_CODE,AIRPORT_NAME,CITY_NAME,COUNTRY_NAME
FYV,Drake Field,"Fayetteville, AR",United States
GA0,Heart of Georgia Regional,"Eastman, GA",United States
GA3,Newnan Coweta County,"Atlanta, GA",United States
GAD,Northeast Alabama Regional Airport,"Gadsden, AL",United States
GAL,Edward G. Pitka Sr Airport,"Galena, AK",United States
GAM,Gambell Airport,"Gambell, AK",United States
GBD,Great Bend Municipal Airport,"Great Bend, KS",United States
GBE,Sir Seretse Khama International Airport,"Gaborone, Botswana",Botswana
GBH,Galbraith Lake Airport,"Galbraith Lake, AK",United States
GCC,Northeast Wyoming Regional Airport,"Gillette, WY",United States
GCK,Garden City Regional Airport,"Garden City, KS",United States
GCM,Owen Roberts International Airport,"Grand Cayman, Cayman Islands",Cayman Islands
GCN,Grand Canyon National Park Airport,"Grand Canyon, AZ",United States
GDL,Guadalajara International Airport,"Guadalajara, Mexico",Mexico
GDN,Gdańsk Lech Wałęsa Airport,"Gdansk, Poland",Poland
GDV,Dawson Community Airport,"Glendive, MT",United States
GEG,Spokane International Airport,"Spokane, WA",United States
GEK,Ganes Creek Airport,"Ganes Creek, AK",United States
GEO,Cheddi Jagan International Airport,"Georgetown, Guyana",Guyana
GFK,Grand Forks International Airport,"Grand Forks, ND",United States
GFL,Floyd Bennett Memorial Airport,"Glens Falls, NY",United States
GGG,East Texas Regional Airport,"Longview, TX",United States
GGT,Exuma International Airport,"Moss Town, The Bahamas",The Bahamas
GGW,Glasgow Valley County Airport Wokal Field,"Glasgow, MT",United States
GHB,Governor's Harbour Airport,"Governors Harbour, The Bahamas",The Bahamas
GHC,Great Harbour Cay Airport,"Great Harbour Cay, The Bahamas",The Bahamas
GIG,Rio Galeão – Tom Jobim International Airport,"Rio de Janeiro, Brazil",Brazil
GJT,Grand Junction Regional Airport,"Grand Junction, CO",United States
GKN,Gulkana Airport,"Gulkana, AK",United States
GLA,Glasgow Airport,"Glasgow, United Kingdom",United Kingdom
GLD,Goodland Municipal Airport,"Goodland, KS",United States
GLH,Mid Delta Regional Airport,"Greenville, MS",United States
GLV,Golovin Airport,"Golovin, AK",United States
GMP,Seoul Gimpo International Airport,"Seoul, South Korea",South Korea
GMT,Granite Mountain Air Station,"Granite Mountain, AK",United States
GND,Maurice Bishop International Airport,"Grenada, Grenada",Grenada
GNU,Goodnews Airport,"Goodnews Bay, AK",United States
GNV,Gainesville Regional Airport,"Gainesville, FL",United States
GOA,Genoa Cristoforo Colombo Airport,"Genoa, Italy",Italy
GOH,Nuuk International Airport,"Nuuk, Greenland",Greenland
GON,Groton New London Airport,"New London/Groton, CT",United States
GOT,Göteborg Landvetter Airport,"Gothenburg, Sweden",Sweden
GPT,Gulfport Biloxi International Airport,"Gulfport/Biloxi, MS",United States
GRB,Austin Straubel International Airport,"Green Bay, WI",United States
GRI,Central Nebraska Regional Airport,"Grand Island, NE",United States
GRK,Killeen Regional Airport / Robert Gray Army Airfield,"Killeen, TX",United States
GRR,Gerald R. Ford International Airport,"Grand Rapids, MI",United States
GRU,São Paulo/Guarulhos–Governor André Franco Montoro International Airport,"Sao Paulo, Brazil",Brazil
GSO,Piedmont Triad International Airport,"Greensboro/High Point, NC",United States
GSP,Greenville-Spartanburg International Airport,"Greer, SC",United States
GST,Gustavus Airport,"Gustavus, AK",United States
GTF,Great Falls International Airport,"Great Falls, MT",United States
GTR,Golden Triangle Regional Airport,"Columbus, MS",United States
GTU,Georgetown Exec,"Georgetown, TX",United States
GUA,La Aurora International Airport,"Guatemala City, Guatemala",Guatemala
GUC,Gunnison Crested Butte Regional Airport,"Gunnison, CO",United States
GUF,Jack Edwards National Airport,"Gulf Shores, AL",United States
GUM,Antonio B. Won Pat International Airport,"Guam, TT",United States
GUP,Gallup Municipal Airport,"Gallup, NM",United States
GUS,Grissom Air Reserve Base,"Peru, IN",United States
GVA,Geneva International Airport,"Geneva, Switzerland",Switzerland
GVL,Lee Gilmer Memorial Airport,"Gainesville, GA",United States
GVT,Majors Airport,"Greenville, TX",United States
GWO,Greenwood–Leflore Airport,"Greenwood, MS",United States
GWT,Westerland Sylt Airport,"Westerland-Sylt, Germany",Germany
GYD,Heydar Aliyev International Airport,"Baku, Azerbaijan",Azerbaijan
GYE,José Joaquín de Olmedo International Airport,"Guayaquil, Ecuador",Ecuador
GYM,General José María Yáñez International Airport,"Guaymas, Mexico",Mexico
GYN,Santa Genoveva International Airport,"Goiania, Brazil",Brazil
GYR,Phoenix Goodyear Airport,"Goodyear, AZ",United States
GYY,Gary/Chicago International Airport,"Gary, IN",United States
GZT,Gaziantep Oğuzeli International Airport,"Gaziantep, Turkey",Turkey
HAE,Lava Falls Heliport,"Havasupai, AZ",United States
HAJ,Hannover Airport,"Hannover, Germany",Germany
HAK,Haikou Meilan International Airport,"Haikou, China",China
HAM,Hamburg Helmut Schmidt Airport,"Hamburg, Germany",Germany
HAV,José Martí International Airport,"Havana, Cuba",Cuba
HBI,Harbour Island Airport,"Harbour Island, The Bahamas",The Bahamas
HCR,Holy Cross Airport,"Holy Cross, AK",United States
HDN,Yampa Valley Airport,"Hayden, CO",United States
HEL,Helsinki Vantaa Airport,"Helsinki, Finland",Finland
HES,Hermiston Municipal Airport,"Hermiston, OR",United States
HET,Hohhot Baita International Airport,"Hohhot, China",China
HFD,Hartford Brainard Airport,"Hartford, CT",United States
HGH,Hangzhou Xiaoshan International Airport,"Hangzhou, China",China
HGR,Hagerstown Regional Richard A Henson Field,"Hagerstown, MD",United States
HGZ,Hog River Airport,"Hogatza, AK",United States
HHH,Hilton Head Airport,"Hilton Head, SC",United States
HHN,Frankfurt-Hahn Airport,"Hahn, Germany",Germany
HHR,Jack Northrop Field Hawthorne Municipal Airport,"Hawthorne, CA",United States
HIB,Range Regional Airport,"Hibbing, MN",United States
HIJ,Hiroshima Airport,"Hiroshima, Japan",Japan
HIO,Portland Hillsboro Airport,"Hillsboro, OR",United States
HKB,Healy Lake Airport,"Healy, AK",United States
HKG,Hong Kong International Airport,"Hong Kong, Hong Kong",Hong Kong
HLN,Helena Regional Airport,"Helena, MT",United States
HMO,General Ignacio L. Pesqueira International Airport,"Hermosillo, Mexico",Mexico
HND,Tokyo Haneda International Airport,"Tokyo, Japan",Japan
HNH,Hoonah Airport,"Hoonah, AK",United States
HNL,Daniel K. Inouye International Airport,"Honolulu, HI",United States
HNM,Hana Airport,"Hana, HI",United States
HNS,Haines Airport,"Haines, AK",United States
HOB,Lea County Regional Airport,"Hobbs, NM",United States
HOG,Frank Pais International Airport,"Holguin, Cuba",Cuba
HOM,Homer Airport,"Homer, AK",United States
HON,Huron Regional Airport,"Huron, SD",United States
HOP,Campbell Army Airfield (Fort Campbell),"Hopkinsville, KY",United States
HOT,Memorial Field Airport,"Hot Springs, AR",United States
HOU,William P. Hobby Airport,"Houston, TX",United States
HPB,Hooper Bay Airport,"Hooper Bay, AK",United States
HPN,Westchester County Airport,"White Plains, NY",United States
HRB,Harbin Taiping International Airport,"Harbin, China",China
HRL,Valley International Airport,"Harlingen/San Benito, TX",United States
HRO,Boone County Airport,"Harrison, AR",United States
HSH,Henderson Executive Airport,"Las Vegas, NV",United States
HSL,Huslia Airport,"Huslia, AK",United States
HST,Homestead Air Reserve Base,"Homestead, FL",United States
HSV,Huntsville International Airport,"Huntsville, AL",United States
HTO,Town of East Hampton Airport,"East Hampton, NY",United States
HTS,Tri-State Airport / Milton J. Ferguson Field,"Ashland, WV",United States
HUF,"Terre Haute Regional Airport, Hulman Field","Terre Haute, IN",United States
HUS,Hughes Airport,"Hughes, AK",United States
HUX,Bahías de Huatulco International Airport,"Santa Cruz/Huatulco, Mexico",Mexico
HVN,Tweed New Haven Airport,"New Haven, CT",United States
HVR,Havre City County Airport,"Havre, MT",United States
HWD,Hayward Executive Airport,"Hayward, CA",United States
HYA,Cape Cod Gateway Airport,"Hyannis, MA",United States
HYD,Rajiv Gandhi International Airport,"Hyderabad, India",India
HYG,Hydaburg Seaplane Base,"Hydaburg, AK",United States
HYL,Hollis Clark Bay Seaplane Base,"Hollis, AK",United States
HYS,Hays Regional Airport,"Hays, KS",United States
IAB,McConnell Air Force Base,"Wichita, KS",United States
IAD,Washington Dulles International Airport,"Washington, DC",United States
IAG,Niagara Falls International Airport,"Niagara Falls, NY",United States
IAH,George Bush Intercontinental Airport,"Houston, TX",United States
IAN,Bob Baker Memorial Airport,"Kiana, AK",United States
ICN,Incheon International Airport,"Seoul, South Korea",South Korea
ICT,Wichita Dwight D. Eisenhower National Airport,"Wichita, KS",United States
ICY,Icy Bay Airport,"Icy Bay, AK",United States
IDA,Idaho Falls Regional Airport,"Idaho Falls, ID",United States
IFP,Laughlin Bullhead International Airport,"Bullhead City, AZ",United States
IGG,Igiugig Airport,"Igiugig, AK",United States
IGM,Kingman Airport,"Kingman, AZ",United States
IKO,Nikolski Air Station,"Nikolski, AK",United States
IL4,Pittsfield Penstone Municipal,"Pittsfield, IL",United States
ILG,Wilmington Airport,"Wilmington, DE",United States
ILI,Iliamna Airport,"Iliamna, AK",United States
ILM,Wilmington International Airport,"Wilmington, NC",United States
ILN,Wilmington Airpark,"Wilmington, OH",United States
IML,Imperial Municipal Airport,"Imperial, NE",United States
IMT,Ford Airport,"Iron Mountain/Kingsfd, MI",United States
IND,Indianapolis International Airport,"Indianapolis, IN",United States
INL,Falls International Airport,"International Falls, MN",United States
INN,Innsbruck Airport,"Innsbruck, Austria",Austria
INS,Creech Air Force Base,"Indian Springs, NV",United States
INT,Smith Reynolds Airport,"Winston-Salem, NC",United States
IPL,Imperial County Airport,"El Centro, CA",United States
IPT,Williamsport Regional Airport,"Williamsport, PA",United States
IQQ,Diego Aracena International Airport,"Iquique, Chile",Chile
IQT,Coronel FAP Francisco Secada Vignetta International Airport,"Iquitos, Peru",Peru
IRC,Circle City (New) Airport,"Circle, AK",United States
IRK,Kirksville Regional Airport,"Kirksville, MO",United States
ISL,İstanbul Atatürk Airport,"Istanbul, Turkey",Turkey
ISM,Kissimmee Gateway Airport,"Orlando, FL",United States
ISN,Sloulin Field International,"Williston, ND",United States
ISO,Kinston Regional Jetport At Stallings Field,"Kinston, NC",United States
ISP,Long Island MacArthur Airport,"Islip, NY",United States
IST,İstanbul Airport,"Istanbul, Turkey",Turkey
ITH,Ithaca Tompkins Regional Airport,"Ithaca/Cortland, NY",United States
ITO,Hilo International Airport,"Hilo, HI",United States
IWD,Gogebic Iron County Airport,"Ironwood, MI",United States
IWO,Ioto (Iwo Jima) Airbase,"Iwoto, Japan",Japan
IYK,Inyokern Airport,"Inyokern, CA",United States
JAC,Jackson Hole Airport,"Jackson, WY",United States
JAI,Jaipur International Airport,"Jaipur, India",India
JAN,Jackson-Medgar Wiley Evers International Airport,"Jackson/Vicksburg, MS",United States
JAX,Jacksonville International Airport,"Jacksonville, FL",United States
JBR,Jonesboro Municipal Airport,"Jonesboro, AR",United States
JDX,Houston Central Business District Heliport,"Houston, TX",United States
JED,King Abdulaziz International Airport,"Jeddah, Saudi Arabia",Saudi Arabia
JFK,John F. Kennedy International Airport,"New York, NY",United States
JGC,Grand Canyon Heliport,"Grand Canyon, AZ",United States
JHM,Kapalua Airport,"Kapalua, HI",United States
JHW,Chautauqua County-Jamestown Airport,"Jamestown, NY",United States
JLA,Quartz Creek Airport,"Cooper Lodge, AK",United States
JLN,Joplin Regional Airport,"Joplin, MO",United States
JMS,Jamestown Regional Airport,"Jamestown, ND",United States
JNB,O.R. Tambo International Airport,"Johannesburg, South Africa",South Africa
JNU,Juneau International Airport,"Juneau, AK",United States
JQF,Concord Padgett Regional,"Concord, NC",United States
USA,Concord-Padgett Regional Airport,"Concord, NC",United States
JRF,Kalaeloa Airport,"Kapolei, HI",United States
JRV,Jose Aponte de la Torre,"Ceiba, PR",United States
JST,John Murtha Johnstown Cambria County Airport,"Johnstown, PA",United States
JZE,Trading Bay Production,"Trading Bay, AK",United States
JZM,Hog River Airport,"Hog River, AK",United States
JZT,Arlington Municipal,"Arlington, TX",United States
KAE,Kake Seaplane Base,"Kake, AK",United States
KAL,Kaltag Airport,"Kaltag, AK",United States
KBC,Birch Creek Airport,"Birch Creek, AK",United States
KBP,Boryspil International Airport,"Kiev, Ukraine",Ukraine
KCC,Coffman Cove Seaplane Base,"Coffman Cove, AK",United States
KCG,Chignik Airport,"Chignik Bay, AK",United States
KCL,Chignik Lagoon Airport,"Chignik Lagoon, AK",United States
KCQ,Chignik Lake Airport,"Chignik, AK",United States
KCR,Colorado Creek Airport,"Colorado Creek, AK",United States
KDK,Kodiak Municipal Airport,"Kodiak, AK",United States
KEB,Nanwalek Airport,"Nanwalek, AK",United States
KEF,Keflavik International Airport,"Keflavik/Reykjavik, Iceland",Iceland
KEH,Kenmore Air Harbor LLC Seaplane Base,"Kenmore, WA",United States
KEK,Ekwok Airport,"Ekwok, AK",United States
KFP,False Pass Airport,"False Pass, AK",United States
KGK,Koliganek Airport,"Koliganek, AK",United States
KGX,Grayling Airport,"Grayling, AK",United States
KHH,Kaohsiung International Airport,"Kaohsiung, Taiwan",Taiwan
KHI,Jinnah International Airport,"Karachi, Pakistan",Pakistan
KHN,Nanchang Changbei International Airport,"Nanchang, China",China
KHV,Khabarovsk Novy Airport,"Khabarovsk, Russia",Russia
KIJ,Niigata Airport,"Niigata, Japan",Japan
KIN,Norman Manley International Airport,"Kingston, Jamaica",Jamaica
KIX,Kansai International Airport,"Osaka, Japan",Japan
KKA,Koyuk Alfred Adams Airport,"Koyuk, AK",United States
KKB,Kitoi Bay Seaplane Base,"Kitoi Bay, AK",United States
KKH,Kongiganak Airport,"Kongiganak, AK",United States
KKI,Akiachak Airport,"Akiachak, AK",United States
KKJ,Kitakyushu Airport,"Kitakyushu, Japan",Japan
KKK,Kalakaket Creek AS Airport,"Kalakaket, AK",United States
KKL,Karluk Lake Seaplane Base,"Karluk Lake, AK",United States
KKU,Ekuk Airport,"Ekuk, AK",United States
KLG,Kalskag Airport,"Kalskag, AK",United States
KLL,Levelock Airport,"Levelock, AK",United States
KLN,Larsen Bay Airport,"Larsen Bay, AK",United States
KLS,Southwest Washington Regional Airport,"Kelso, WA",United States
KLW,Klawock Airport,"Klawock, AK",United States
KMG,Kunming Changshui International Airport,"Kunming, China",China
KMO,Manokotak Airport,"Manokotak, AK",United States
KMY,Moser Bay Seaplane Base,"Moser Bay, AK",United States
KNB,Kanab Municipal Airport,"Kanab, UT",United States
KNK,Kokhanok Airport,"Kokhanok, AK",United States
KNW,New Stuyahok Airport,"New Stuyahok, AK",United States
KOA,Ellison Onizuka Kona International Airport at Keāhole,"Kona, HI",United States
KOT,Kotlik Airport,"Kotlik, AK",United States
KOY,Olga Bay Seaplane Base,"Olga Bay, AK",United States
KOZ,Ouzinkie Airport,"Ouzinkie, AK",United States
KPB,Point Baker Seaplane Base,"Point Baker, AK",United States
KPC,Port Clarence Coast Guard Station,"Port Clarence, AK",United States
KPN,Kipnuk Airport,"Kipnuk, AK",United States
KPR,Port Williams Seaplane Base,"Port Williams, AK",United States
KPV,Perryville Airport,"Perryville, AK",United States
KPY,Port Bailey Seaplane Base,"Port Bailey, AK",United States
KQA,Akutan Airport,"Akutan, AK",United States
KRK,Kraków John Paul II International Airport,"Krakow, Poland",Poland
KRT,Khartoum International Airport,"Khartoum, Sudan",Sudan
KSA,Kosrae International Airport,"Kosrae, Federated States of Micronesia",Federated States of Micronesia
KSM,St Mary's Airport,"St. Mary's, AK",United States
KTB,Thorne Bay Seaplane Base,"Thorne Bay, AK",United States
KTN,Ketchikan International Airport,"Ketchikan, AK",United States
KTS,Brevig Mission Airport,"Brevig Mission, AK",United States
KTW,Katowice Wojciech Korfanty International Airport,"Katowice, Poland",Poland
KUK,Kasigluk Airport,"Kasigluk, AK",United States
KVC,King Cove Airport,"King Cove, AK",United States
KVL,Kivalina Airport,"Kivalina, AK",United States
KWA,Bucholz Army Air Field,"Kwajalein, Marshall Islands",Marshall Islands
KWF,Waterfall Seaplane Base,"Waterfall, AK",United States
KWI,Kuwait International Airport,"Kuwait, Kuwait",Kuwait
KWK,Kwigillingok Airport,"Kwigillingok, AK",United States
KWN,Quinhagak Airport,"Quinhagak, AK",United States
KWP,West Point Village Seaplane Base,"West Point, AK",United States
KWT,Kwethluk Airport,"Kwethluk, AK",United States
KXA,Kasaan Seaplane Base,"Kasaan, AK",United States
KYK,Karluk Airport,"Karluk, AK",United States
KYU,Koyukuk Airport,"Koyukuk, AK",United States
KZB,Zachar Bay Seaplane Base,"Zachar Bay, AK",United States
KZH,Kizhuyak Airport,"Kizhuyak, AK",United States
L41,Marble Canyon Airport,"Marble Canyon, AZ",United States
LAF,Purdue University Airport,"Lafayette, IN",United States
LAL,Lakeland Linder International Airport,"Lakeland, FL",United States
LAM,Los Alamos Airport,"Los Alamos, NM",United States
LAN,Capital Region International Airport,"Lansing, MI",United States
LAP,Manuel Márquez de León International Airport,"La Paz, Mexico",Mexico
LAR,Laramie Regional Airport,"Laramie, WY",United States
LAS,Harry Reid International Airport,"Las Vegas, NV",United States
LAW,Lawton Fort Sill Regional Airport,"Lawton/Fort Sill, OK",United States
LAX,Los Angeles International Airport,"Los Angeles, CA",United States
LBA,Leeds Bradford Airport,"Leeds/Bradford, United Kingdom",United Kingdom
LBB,Lubbock Preston Smith International Airport,"Lubbock, TX",United States
LBE,Arnold Palmer Regional Airport,"Latrobe, PA",United States
LBF,North Platte Regional Airport Lee Bird Field,"North Platte, NE",United States
LBG,Paris-Le Bourget International Airport,"Paris, France",France
LBL,Liberal Mid-America Regional Airport,"Liberal, KS",United States
LCA,Larnaca International Airport,"Larnaca, Cyprus",Cyprus
LCH,Lake Charles Regional Airport,"Lake Charles, LA",United States
LCK,Rickenbacker International Airport,"Columbus, OH",United States
LCY,London City Airport,"London, United Kingdom",United Kingdom
LDE,Tarbes-Lourdes-Pyrénées Airport,"Tarbes/Lourdes/Pyrenees, France",France
LDJ,Linden Airport,"Linden, NJ",United States
LEB,Lebanon Municipal Airport,"Lebanon-Hanover, NH",United States
LEJ,Leipzig/Halle Airport,"Leipzig, Germany",Germany
LEW,Auburn Lewiston Municipal Airport,"Lewiston/Auburn, ME",United States
LEX,Blue Grass Airport,"Lexington, KY",United States
LFI,Langley Air Force Base,"Newport News/Hampton, VA",United States
LFT,Lafayette Regional Airport,"Lafayette, LA",United States
LFW,Lomé–Tokoin International Airport,"Lome, Togo",Togo
LGA,LaGuardia Airport,"New York, NY",United States
LGB,Long Beach International Airport,"Long Beach, CA",United States
LGG,Liège Airport,"Liege, Belgium",Belgium
LGU,Logan-Cache Airport,"Logan, UT",United States
LGW,London Gatwick Airport,"London, United Kingdom",United Kingdom
LHE,Allama Iqbal International Airport,"Lahore, Pakistan",Pakistan
LHR,London Heathrow Airport,"London, United Kingdom",United Kingdom
LIH,Lihue Airport,"Lihue, HI",United States
LIJ,Lishui Airport,"Long Island, AK",United States
LIL,Lille Airport,"Lille, France",France
LIM,Jorge Chávez International Airport,"Lima, Peru",Peru
LIR,Daniel Oduber Quirós International Airport,"Liberia, Costa Rica",Costa Rica
LIS,Lisbon Humberto Delgado Airport,"Lisbon, Portugal",Portugal
LIT,Bill & Hillary Clinton National Airport/Adams Field,"Little Rock, AR",United States
LIV,Livengood Camp Airport,"Livengood, AK",United States
LKE,Kenmore Air Harbor Seaplane Base,"Seattle, WA",United States
LKK,Kulik Lake Airport,"Kulik Lake, AK",United States
LMA,Minchumina Airport,"Lake Minchumina, AK",United States
LMM,Valle del Fuerte International Airport,"Los Mochis, Mexico",Mexico
LMT,Crater Lake-Klamath Regional Airport,"Klamath Falls, OR",United States
LNI,Point Lonely Short Range Radar Site Airfield,"Lonely, AK",United States
LNK,Lincoln Airport,"Lincoln, NE",United States
LNS,Lancaster Airport,"Lancaster, PA",United States
LNY,Lanai Airport,"Lanai, HI",United States
LOS,Murtala Muhammed International Airport,"Lagos, Nigeria",Nigeria
LOT,Lewis University Airport,"Chicago/Romeoville, IL",United States
LPB,El Alto International Airport,"La Paz, Bolivia",Bolivia
LPL,Liverpool John Lennon Airport,"Liverpool, United Kingdom",United Kingdom
LPR,Lorain County Regional,"Lorain/Elyria, OH",United States
LPS,Lopez Island Airport,"Lopez Island, WA",United States
LPW,Little Port Walter Airport,"Little Port Walter, AK",United States
LRD,Laredo International Airport,"Laredo, TX",United States
LRM,Casa De Campo International Airport,"La Romana, Dominican Republic",Dominican Republic
LRU,Las Cruces International Airport,"Las Cruces, NM",United States
LSE,La Crosse Regional Airport,"La Crosse, WI",United States
LSV,Nellis Air Force Base,"Las Vegas, NV",United States
LTN,London Luton Airport,"London, United Kingdom",United Kingdom
LTO,Loreto International Airport,"Loreto, Mexico",Mexico
LUF,Luke Air Force Base,"Phoenix, AZ",United States
LUK,Cincinnati Municipal Airport Lunken Field,"Cincinnati, OH",United States
LUP,Kalaupapa Airport,"Kalaupapa, HI",United States
LUR,Cape Lisburne LRRS Airport,"Cape Lisburne, AK",United States
LUX,Luxembourg-Findel International Airport,"Luxembourg, Luxembourg",Luxembourg
LVD,Lime Village Airport,"Lime Village, AK",United States
LWB,Greenbrier Valley Airport,"Lewisburg, WV",United States
LWS,Lewiston Nez Perce County Airport,"Lewiston, ID",United States
LWT,Lewistown Municipal Airport,"Lewistown, MT",United States
LYH,Lynchburg Regional Airport - Preston Glenn Field,"Lynchburg, VA",United States
LYS,Lyon Saint-Exupéry Airport,"Lyon, France",France
LZU,Gwinnett County Briscoe Field,"Lawrenceville, GA",United States
MA4,Marshfield Municipal George Harlow Field,"Marshfield, MA",United States
MA5,Northampton Airport,"Northampton, MA",United States
MAD,Adolfo Suárez Madrid–Barajas Airport,"Madrid, Spain",Spain
MAF,Midland International Air and Space Port,"Midland/Odessa, TX",United States
MAJ,Marshall Islands International Airport,"Majuro, Marshall Islands",Marshall Islands
MAN,Manchester Airport,"Manchester, United Kingdom",United Kingdom
MAO,Eduardo Gomes International Airport,"Manaus, Brazil",Brazil
MAR,La Chinita International Airport,"Maracaibo, Venezuela",Venezuela
MAZ,Eugenio Maria De Hostos Airport,"Mayaguez, PR",United States
MBJ,Sangster International Airport,"Montego Bay, Jamaica",Jamaica
MBL,Manistee County Blacker Airport,"Manistee/Ludington, MI",United States
MBS,MBS International Airport,"Saginaw/Bay City/Midland, MI",United States
MCC,McClellan Airfield,"Sacramento, CA",United States
MCE,Merced Regional Macready Field,"Merced, CA",United States
MCF,MacDill Air Force Base,"Tampa, FL",United States
MCG,McGrath Airport,"McGrath, AK",United States
MCI,Kansas City International Airport,"Kansas City, MO",United States
MCK,McCook Ben Nelson Regional Airport,"McCook, NE",United States
MCL,Denali National Park Airport,"McKinley Park, AK",United States
MCN,Middle Georgia Regional Airport,"Macon, GA",United States
MCO,Orlando International Airport,"Orlando, FL",United States
MCT,Muscat International Airport,"Muscat, Oman",Oman
MCW,Mason City Municipal Airport,"Mason City, IA",United States
MDE,Jose Maria Córdova International Airport,"Medellin, Colombia",Colombia
MDH,Southern Illinois Airport,"Carbondale, IL",United States
MDT,Harrisburg International Airport,"Harrisburg, PA",United States
MDW,Chicago Midway International Airport,"Chicago, IL",United States
MDY,Henderson Field,"Midway Island, TT",United States
MDZ,Governor Francisco Gabrielli International Airport,"Mendoza, Argentina",Argentina
MEC,Eloy Alfaro International Airport,"Manta, Ecuador",Ecuador
MED,Prince Mohammad Bin Abdulaziz Airport,"Medina, Saudi Arabia",Saudi Arabia
MEI,Key Field / Meridian Regional Airport,"Meridian, MS",United States
MEL,Melbourne Airport,"Melbourne, Australia",Australia
MEM,Memphis International Airport,"Memphis, TN",United States
MER,Castle Airport,"Atwater, CA",United States
MES,Soewondo Air Force Base,"Medan, Indonesia",Indonesia
MEX,Mexico City Benito Juárez International Airport,"Mexico City, Mexico",Mexico
MFE,McAllen Miller International Airport,"Mission/McAllen/Edinburg, TX",United States
MFM,Macau International Airport,"Macau, Macau",Macau
MFR,Rogue Valley International-Medford Airport,"Medford, OR",United States
MGA,Augusto C. Sandino (Managua) International Airport,"Managua, Nicaragua",Nicaragua
MGE,Dobbins Air Reserve Base,"Marietta, GA",United States
MGM,Montgomery Regional (Dannelly Field) Airport,"Montgomery, AL",United States
MGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,"Morgantown, WV",United States
MHH,Leonard M. Thompson International Airport,"Marsh Harbour, The Bahamas",The Bahamas
MHK,Manhattan Regional Airport,"Manhattan/Ft. Riley, KS",United States
MHM,Manaoba Airport,"Minchumina, AK",United States
MHT,Manchester-Boston Regional Airport,"Manchester, NH",United States
MHV,Mojave Air &  Space Port,"Mojave, CA",United States
MIA,Miami International Airport,"Miami, FL",United States
MID,Manuel Crescencio Rejón International Airport,"Merida, Mexico",Mexico
MKC,Charles B. Wheeler Downtown Airport,"Kansas City, MO",United States
MKE,General Mitchell International Airport,"Milwaukee, WI",United States
MKG,Muskegon County Airport,"Muskegon, MI",United States
MKK,Molokai Airport,"Hoolehua, HI",United States
MKL,McKellar-Sipes Regional Airport,"Jackson, TN",United States
MKT,Mankato Regional Airport,"Mankato, MN",United States
MLA,Malta International Airport,"Malta, Malta",Malta
MLB,Melbourne Orlando International Airport,"Melbourne, FL",United States
MLI,Quad City International Airport,"Moline, IL",United States
MLL,Marshall Don Hunter Sr Airport,"Marshall, AK",United States
MLM,General Francisco J. Mujica International Airport,"Morelia, Mexico",Mexico
MLS,Miles City Airport - Frank Wiley Field,"Miles City, MT",United States
MLU,Monroe Regional Airport,"Monroe, LA",United States
MLY,Manley Hot Springs Airport,"Manley Hot Springs, AK",United States
MMH,Mammoth Yosemite Airport,"Mammoth Lakes, CA",United States
MMU,Morristown Municipal Airport,"Morristown, NJ",United States
MNL,Ninoy Aquino International Airport,"Manila, Philippines",Philippines
MNT,Minto Al Wright Airport,"Minto, AK",United States
MNZ,Washington Manassas Harry P. Davis Field,"Manassas, VA",United States
MOB,Mobile Regional Airport,"Mobile, AL",United States
MOD,Modesto City Co-Harry Sham Field,"Modesto, CA",United States
MOS,Moses Point Airport,"Moses Point, AK",United States
MOT,Minot International Airport,"Minot, ND",United States
MOU,Mountain Village Airport,"Mountain Village, AK",United States
MPB,Miami Seaplane Base,"Miami, FL",United States
MPM,Maputo Airport,"Maputo, Mozambique",Mozambique
MQJ,Moma Airport,"Indianapolis, IN",United States
MQS,Mustique Airport,"Mustique, Saint Vincent and the Grenadines",Saint Vincent and the Grenadines
MQT,Marquette/Sawyer International Airport,"Marquette, MI",United States
MQY,Smyrna Airport,"Smyrna, TN",United States
MRB,Eastern WV Regional Airport/Shepherd Field,"Martinsburg, WV",United States
MRI,Merrill Field,"Anchorage, AK",United States
MRS,Marseille Provence Airport,"Marseille, France",France
MRY,Monterey Regional Airport,"Monterey, CA",United States
MSL,Northwest Alabama Regional Airport,"Muscle Shoals, AL",United States
MSN,Dane County Regional Truax Field,"Madison, WI",United States
MSO,Missoula Montana Airport,"Missoula, MT",United States
MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,"Minneapolis, MN",United States
MSS,Massena International Airport Richards Field,"Massena, NY",United States
MST,Maastricht Aachen Airport,"Maastricht, Netherlands",Netherlands
MSY,Louis Armstrong New Orleans International Airport,"New Orleans, LA",United States
MTH,Florida Keys Marathon International Airport,"Marathon, FL",United States
MTJ,Montrose Regional Airport,"Montrose/Delta, CO",United States
MTM,Metlakatla Seaplane Base,"Metlakatla, AK",United States
MTP,Montauk Airport,"Montauk Point, NY",United States
MTY,Monterrey International Airport,"Monterrey, Mexico",Mexico
MUC,Munich Airport,"Munich, Germany",Germany
MUE,Waimea Kohala Airport,"Kamuela, HI",United States
MUO,Mountain Home Air Force Base,"Mountain Home, ID",United States
